receive_ts;exchange_ts;price;quantity;side;rebuild
1716810808593627;1716810808574000;68480.00000000;10.10900000;bid;1
1716810808593627;1716810808574000;68479.90000000;0.00400000;bid;0
1716810808593627;1716810808574000;68480.20000000;4.52800000;ask;0
1716810808593627;1716810808574000;68480.40000000;0.10200000;ask;0
